Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Total_Bathrooms,Total_Porch_SF,Lot Area_Log,SalePrice_Log
2355,527375160,80,5,81.0,10530,3,3,4,17,2,0,7,6,6,1975,2000,1,9,1,248.0,3,3,1,3,2,3,0,548.0,6,0.0,127.0,675.0,3,1,4,1109,766,0,1875,0.0,0.0,3,0,3,1,4,8,7,1,1,1975.0,2,2.0,2,48,28,0,0,0,0,0,6,2006,9,4,184500,3.0,28,9.262078567380597,12.12541016250223
2356,527376090,20,5,78.0,10140,3,3,4,17,2,0,2,5,6,1975,1975,1,6,3,0.0,3,3,1,4,3,3,0,788.0,6,0.0,268.0,1056.0,5,1,4,1074,0,0,1074,1.0,0.0,1,1,3,1,3,6,7,0,1,1975.0,2,2.0,2,0,88,0,0,0,0,0,7,2006,9,4,153500,2.5,88,9.224341891611996,11.941462360646149
2357,527376110,60,5,78.0,10140,3,3,4,17,2,0,5,7,5,1976,1976,1,6,3,0.0,3,3,2,4,3,3,2,194.0,6,0.0,638.0,832.0,3,1,4,832,832,0,1664,0.0,0.0,2,1,4,1,3,8,7,1,1,1976.0,2,2.0,2,0,28,0,0,259,0,0,3,2006,9,4,162900,2.5,287,9.224341891611996,12.000897933306716
2358,527377030,20,5,78.0,10140,3,3,4,17,2,0,2,6,6,1974,1999,3,6,1,99.0,3,3,1,3,3,3,0,663.0,3,377.0,0.0,1040.0,2,1,4,1309,0,0,1309,1.0,0.0,1,1,3,1,4,5,7,1,1,1974.0,2,2.0,2,265,0,0,0,0,648,0,1,2006,9,4,181000,2.5,0,9.224341891611996,12.10625783509458
2359,527378010,20,5,80.0,10000,3,3,4,17,2,0,2,6,6,1974,1974,1,6,1,176.0,3,3,1,3,3,3,0,755.0,6,0.0,348.0,1103.0,3,1,4,1103,0,0,1103,0.0,0.0,2,0,3,1,3,6,7,0,1,1974.0,3,2.0,2,295,84,0,0,0,0,0,6,2006,9,4,155000,2.0,84,9.210440366976517,11.951186847493476
2360,527402210,20,5,73.0,15870,0,3,0,15,2,0,2,5,5,1969,1969,1,13,3,0.0,3,3,1,3,3,2,1,75.0,5,791.0,230.0,1096.0,5,1,4,1096,0,0,1096,1.0,0.0,1,0,3,1,3,6,7,0,1,1969.0,0,1.0,2,240,32,0,0,0,0,0,3,2006,9,0,138800,2.0,32,9.672248823507559,11.840796531639839
2361,527402380,20,5,71.0,9353,3,3,4,15,2,0,2,4,5,1970,1970,1,8,3,0.0,3,3,1,3,3,3,6,0.0,6,0.0,864.0,864.0,4,1,4,864,0,0,864,0.0,0.0,1,0,3,1,3,5,7,0,1,1972.0,3,1.0,2,0,0,0,0,0,0,0,7,2006,7,0,116050,1.0,0,9.143559338285831,11.6617850286409
2362,527403120,20,5,73.0,8125,0,3,0,15,2,0,2,4,4,1971,1971,1,6,3,0.0,3,3,1,3,3,3,1,614.0,6,0.0,244.0,858.0,3,1,4,858,0,0,858,0.0,0.0,1,0,3,1,3,5,7,0,6,0.0,1,0.0,2,0,0,0,0,0,0,0,6,2006,9,4,88000,1.0,0,9.002824076547672,11.385103457032141
2363,527404180,20,5,60.0,7200,3,3,4,15,2,0,2,4,4,1971,1971,1,6,3,0.0,3,3,1,3,3,3,5,20.0,3,620.0,224.0,864.0,3,1,4,874,0,0,874,0.0,1.0,1,0,3,1,3,5,7,0,5,1995.0,3,2.0,2,63,0,0,0,0,0,0,3,2006,9,4,97500,1.5,0,8.881975184248867,11.487617913343598
2364,527427210,120,4,26.0,8773,1,3,2,15,2,4,2,6,5,2002,2002,1,8,3,0.0,4,3,2,4,3,3,2,951.0,6,0.0,536.0,1487.0,5,1,4,1419,0,0,1419,1.0,0.0,2,0,2,1,4,4,7,0,1,2002.0,0,2.0,2,196,68,0,0,0,0,0,9,2006,9,4,190000,3.0,68,9.07954808172616,12.154784614286667
2365,527450010,160,6,24.0,2760,3,3,4,2,2,4,5,6,5,1973,1973,1,6,1,514.0,3,3,1,3,3,3,6,0.0,6,0.0,525.0,525.0,3,1,4,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,7,0,5,1973.0,3,2.0,2,0,0,0,0,0,0,0,12,2006,9,4,105500,1.5,0,7.923348211930154,11.566475710526321
2366,527450080,160,6,24.0,2160,3,3,4,2,2,4,5,5,6,1973,1973,1,6,1,200.0,3,3,1,3,3,3,3,402.0,6,0.0,363.0,765.0,4,1,4,765,600,0,1365,0.0,0.0,1,1,3,1,4,7,2,1,1,1973.0,3,2.0,2,0,36,0,0,0,0,0,6,2006,9,4,125500,1.5,36,7.6783263565068856,11.74006900564972
2367,527450210,160,6,21.0,1953,3,3,4,2,2,3,5,6,5,1973,1973,1,6,1,408.0,3,3,1,3,2,3,1,309.0,6,0.0,174.0,483.0,3,1,4,483,504,0,987,0.0,0.0,1,1,2,1,3,5,7,0,5,1973.0,3,1.0,2,72,0,0,0,0,0,0,6,2006,9,4,83000,1.5,0,7.577633832602728,11.326607934898927
2368,527450460,160,6,21.0,1890,3,3,4,2,2,3,5,6,7,1972,1972,1,6,1,380.0,3,3,1,3,3,3,0,282.0,6,0.0,212.0,494.0,5,1,4,494,536,0,1030,0.0,0.0,1,1,3,1,3,6,7,0,5,1973.0,3,1.0,2,0,0,0,0,0,0,0,7,2006,9,4,116000,1.5,0,7.544861068658458,11.661354090741
2369,527451200,160,6,21.0,1680,3,3,4,2,2,3,5,6,5,1971,1971,1,5,1,236.0,3,3,1,3,3,3,6,0.0,6,0.0,672.0,672.0,3,1,4,672,546,0,1218,0.0,0.0,1,1,3,1,3,7,7,0,6,0.0,1,0.0,0,201,0,0,0,0,0,0,4,2006,9,0,91500,1.5,0,7.427144133408616,11.424105180165641
2370,527451380,160,6,21.0,1680,3,3,4,2,2,3,5,6,7,1972,1972,1,6,1,281.0,3,3,1,3,3,3,1,317.0,6,0.0,355.0,672.0,4,1,4,672,546,0,1218,0.0,1.0,1,1,3,1,3,7,7,0,5,1972.0,3,1.0,2,0,28,0,0,0,0,0,5,2006,9,4,118000,2.0,28,7.427144133408616,11.678448377988165
2371,527451450,160,6,21.0,1680,3,3,4,2,2,3,5,6,5,1972,1972,1,6,1,504.0,3,3,1,3,3,3,0,276.0,6,0.0,207.0,483.0,3,1,4,483,465,0,948,0.0,0.0,1,1,2,1,3,5,7,0,5,1972.0,3,1.0,2,0,0,0,0,0,0,0,7,2006,9,4,89000,1.5,0,7.427144133408616,11.39640288460621
2372,527451460,160,6,21.0,1680,3,3,4,2,2,3,5,6,5,1972,1972,1,6,1,504.0,3,3,1,3,3,3,1,382.0,6,0.0,143.0,525.0,4,1,4,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,7,0,5,1972.0,3,1.0,2,352,0,0,0,0,0,0,10,2006,9,4,108000,1.5,0,7.427144133408616,11.58989576532275
2373,527451520,160,6,21.0,1680,3,3,4,2,2,3,5,6,5,1972,1972,1,6,1,297.0,3,3,1,3,3,3,6,0.0,6,0.0,483.0,483.0,3,1,4,483,504,0,987,0.0,0.0,1,1,2,1,3,5,7,1,1,1972.0,3,1.0,2,0,0,0,0,0,0,0,6,2006,9,4,94500,1.5,0,7.427144133408616,11.456365695436427
2374,527452070,120,5,53.0,4043,3,3,4,16,2,4,2,6,5,1975,1975,1,9,3,0.0,3,3,1,4,3,3,0,727.0,1,156.0,186.0,1069.0,4,1,4,1069,0,0,1069,0.0,1.0,2,0,2,1,3,4,7,1,1,1975.0,2,2.0,2,0,55,0,0,225,0,0,7,2006,9,4,146300,2.5,280,8.304989580140361,11.893421422254848
2375,527452290,20,5,65.0,7514,3,3,4,15,2,0,2,5,7,1967,1975,3,8,3,0.0,3,3,1,3,3,2,0,373.0,5,108.0,462.0,943.0,3,1,4,1387,0,0,1387,1.0,0.0,1,0,3,1,3,6,7,1,1,1974.0,2,1.0,2,0,0,240,0,0,0,0,9,2006,9,4,145000,2.0,240,8.924656302187074,11.884495917930655
2376,527452310,85,5,68.0,7838,3,3,4,15,2,0,6,5,5,1967,1967,1,6,3,0.0,3,3,1,3,3,0,0,769.0,6,0.0,95.0,864.0,3,1,4,900,0,0,900,1.0,0.0,1,0,3,1,3,6,7,1,1,1967.0,2,1.0,2,175,144,0,0,0,0,0,12,2006,9,4,123000,2.0,144,8.966866554188723,11.719947764402807
2377,527453070,120,5,24.0,2280,3,3,2,16,2,3,2,7,7,1976,1976,1,9,3,0.0,3,3,1,3,3,3,0,120.0,1,492.0,443.0,1055.0,3,1,4,1055,0,0,1055,1.0,0.0,2,0,2,1,3,4,7,0,1,1976.0,3,1.0,2,0,29,0,0,0,0,0,4,2006,9,4,137500,3.0,29,7.732369222284388,11.83138646878959
2378,527455100,160,5,24.0,2179,3,3,4,16,2,3,5,6,5,1976,1976,1,9,3,0.0,3,3,1,4,3,3,0,70.0,6,0.0,785.0,855.0,4,1,4,855,601,0,1456,0.0,0.0,2,1,3,1,3,6,7,1,1,1976.0,2,2.0,2,0,28,0,0,0,0,0,7,2006,9,4,144000,2.5,28,7.687080155783135,11.87757552297847
2379,528102010,20,5,129.0,16737,3,3,3,19,2,0,2,9,5,2004,2005,3,13,1,66.0,4,3,2,5,3,0,2,1447.0,6,0.0,533.0,1980.0,5,1,4,1980,0,0,1980,1.0,0.0,2,0,3,1,5,8,7,1,1,2004.0,0,3.0,2,194,45,0,0,0,0,0,9,2006,9,4,315000,3.0,45,9.725436862592819,12.660331092405906
2380,528102080,60,5,72.0,16387,0,3,4,19,2,0,5,9,5,2006,2006,3,13,4,215.0,4,3,2,5,4,3,2,1369.0,6,0.0,369.0,1738.0,4,1,4,1738,851,0,2589,1.0,0.0,2,1,4,1,5,11,7,1,1,2006.0,2,3.0,2,0,0,0,0,0,0,0,8,2006,6,5,412083,3.5,0,9.70430463866676,12.928982491045394
2381,528106010,60,5,111.0,16259,3,3,0,19,2,0,5,9,5,2006,2006,1,13,4,370.0,3,3,2,5,4,0,6,0.0,6,0.0,1249.0,1249.0,5,1,4,1249,1347,0,2596,0.0,0.0,3,1,4,1,4,9,7,0,1,2006.0,2,3.0,2,240,154,0,0,0,0,0,9,2006,6,5,342643,3.5,154,9.696463383101802,12.74444728628135
2382,528106120,20,5,110.0,16163,3,3,0,19,2,0,2,8,5,2004,2004,1,13,1,232.0,4,3,2,4,3,0,6,0.0,6,0.0,1618.0,1618.0,5,1,4,1618,0,0,1618,0.0,0.0,2,0,2,1,4,6,7,1,1,2004.0,0,3.0,2,0,0,0,0,0,0,0,7,2006,9,4,252000,2.0,0,9.690541826198364,12.437188334739655
2383,528110050,20,5,107.0,13891,3,3,4,19,2,0,2,10,5,2006,2006,1,13,3,0.0,5,3,2,5,4,1,2,1386.0,6,0.0,690.0,2076.0,5,1,4,2076,0,0,2076,1.0,0.0,2,1,2,1,5,7,7,1,1,2006.0,0,3.0,2,216,229,0,0,0,0,0,9,2006,6,5,465000,3.5,229,9.539068413863964,13.049794835104816
2384,528112010,20,5,108.0,12228,3,3,0,19,2,0,2,7,5,2006,2006,3,13,4,206.0,4,3,2,5,4,3,6,0.0,6,0.0,1721.0,1721.0,5,1,4,1740,0,0,1740,0.0,0.0,2,0,4,1,4,8,7,0,1,2006.0,2,3.0,2,0,43,0,0,0,0,0,9,2006,6,5,293000,2.0,43,9.41156545918937,12.587931300962664
2385,528114010,20,5,120.0,14780,0,1,0,19,2,0,2,9,5,2005,2005,3,13,1,568.0,5,3,2,5,3,1,2,1505.0,6,0.0,363.0,1868.0,5,1,4,1868,0,0,1868,1.0,0.0,2,0,2,1,5,7,7,1,1,2005.0,0,3.0,2,354,56,0,0,156,0,0,6,2006,9,4,415000,3.0,212,9.601097851212073,12.936036208848487
2386,528116030,20,5,98.0,16033,0,3,2,19,2,0,2,9,5,2004,2005,3,13,1,378.0,4,3,2,5,3,1,2,1261.0,6,0.0,572.0,1833.0,5,1,4,1850,0,0,1850,1.0,0.0,2,0,3,1,4,8,7,1,1,2004.0,0,3.0,2,519,112,0,0,0,0,0,3,2006,9,4,326000,3.0,112,9.682466746602897,12.694655727828803
2387,528118010,60,5,101.0,14215,0,3,0,19,2,0,5,8,5,2005,2006,1,13,1,380.0,4,3,2,5,3,0,6,0.0,6,0.0,1158.0,1158.0,5,1,4,1158,1218,0,2376,0.0,0.0,3,1,4,1,4,9,7,1,3,2005.0,2,3.0,2,240,154,0,0,0,0,0,11,2006,6,5,325300,3.5,154,9.562123369834488,12.692506186542177
2388,528118020,60,5,108.0,13418,3,3,4,19,2,0,5,8,5,2004,2005,1,13,4,132.0,4,3,2,5,3,0,6,0.0,6,0.0,1117.0,1117.0,5,1,4,1132,1320,0,2452,0.0,0.0,3,1,4,1,4,9,7,1,3,2004.0,0,3.0,2,113,32,0,0,0,0,0,9,2006,9,4,309000,3.5,32,9.504426892100957,12.6410997921206
2389,528118110,60,5,120.0,13975,0,3,0,19,2,0,5,9,5,2005,2006,3,13,1,525.0,4,3,2,4,3,0,6,0.0,6,0.0,1090.0,1090.0,5,1,4,1117,1089,0,2206,0.0,0.0,2,1,4,1,5,10,7,1,3,2005.0,0,3.0,2,148,95,0,0,0,0,0,8,2006,6,5,300000,2.5,95,9.545096851813893,12.611541086966115
2390,528120110,60,5,80.0,10240,3,3,4,19,2,0,5,8,5,2005,2005,1,13,1,178.0,4,3,2,4,3,2,6,0.0,6,0.0,1030.0,1030.0,4,1,4,1038,1060,0,2098,0.0,0.0,2,1,3,1,5,8,7,1,1,2005.0,2,3.0,2,192,52,0,0,0,0,0,3,2006,9,4,275500,2.5,52,9.234154550075438,12.526346537332584
2391,528120140,60,5,82.0,9942,0,3,4,19,2,0,5,9,5,2005,2006,1,8,1,385.0,5,3,2,5,4,0,2,1290.0,6,0.0,316.0,1606.0,5,1,4,1625,466,0,2091,1.0,0.0,2,1,3,1,5,8,7,1,1,2005.0,2,2.0,2,194,84,0,0,0,0,0,5,2006,6,5,338500,3.5,84,9.204624064980074,12.732282325539853
2392,528138030,60,5,85.0,11924,0,3,4,19,2,0,5,9,5,2005,2006,3,15,4,286.0,5,3,2,5,3,3,2,998.0,6,0.0,177.0,1175.0,5,1,4,1182,1142,0,2324,1.0,0.0,3,0,4,1,5,11,7,2,3,2005.0,0,3.0,2,147,21,0,0,0,0,0,7,2006,6,5,345000,4.0,21,9.386392315756542,12.75130259456002
2393,528142010,60,5,103.0,12867,0,3,0,19,2,0,5,8,5,2005,2006,1,5,3,0.0,4,3,2,5,3,0,6,0.0,6,0.0,1209.0,1209.0,5,1,4,1209,1044,0,2253,0.0,0.0,2,1,3,1,5,8,7,1,1,2005.0,0,2.0,2,243,142,0,0,0,0,0,7,2006,6,5,344133,2.5,142,9.462498888358917,12.74878639539024
2394,528142060,60,5,82.0,10672,0,3,4,19,2,0,5,8,5,2006,2006,1,13,3,0.0,4,3,2,5,3,1,6,0.0,6,0.0,1054.0,1054.0,4,1,4,1054,1335,0,2389,0.0,0.0,2,1,4,1,4,10,7,1,3,2006.0,0,3.0,2,176,64,0,0,0,0,0,11,2006,6,5,298236,2.5,64,9.275472466913964,12.605643751415895
2395,528142070,60,5,82.0,11643,0,3,4,19,2,0,5,8,5,2005,2006,3,8,1,142.0,4,3,2,5,3,0,2,880.0,6,0.0,644.0,1524.0,5,1,4,1544,814,0,2358,1.0,0.0,2,1,4,1,5,10,7,1,3,2005.0,0,3.0,2,120,34,0,0,0,0,0,8,2006,6,5,329900,3.5,34,9.362546304865514,12.706547888433661
2396,528142110,20,5,90.0,12378,0,3,4,19,2,0,2,9,5,2003,2004,1,13,3,0.0,4,3,2,5,3,1,2,1274.0,6,0.0,622.0,1896.0,5,1,4,1944,0,0,1944,1.0,0.0,2,0,3,1,5,8,7,3,1,2003.0,0,3.0,2,208,175,0,0,0,0,0,11,2006,9,4,360000,3.0,175,9.42375676753181,12.793862088206213
2397,528144030,60,5,86.0,11065,0,3,4,19,2,0,5,8,5,2006,2006,1,13,4,788.0,4,3,2,4,3,2,6,0.0,6,0.0,1085.0,1085.0,5,1,4,1120,850,0,1970,0.0,0.0,2,1,3,1,5,8,7,1,3,2006.0,0,3.0,2,177,74,0,0,0,0,0,10,2006,6,5,281000,2.5,74,9.311632623458054,12.546113507028412
2398,528150080,20,5,121.0,13758,0,3,4,19,2,0,2,9,5,2005,2006,1,13,1,430.0,5,3,2,5,3,1,2,1232.0,6,0.0,560.0,1792.0,5,1,4,1792,0,0,1792,1.0,0.0,2,0,2,1,4,6,7,1,1,2005.0,2,3.0,2,204,49,0,0,0,0,0,3,2006,6,5,372397,3.0,49,9.529448434427817,12.827718453801348
2399,528150090,20,5,131.0,14828,0,3,0,19,2,0,2,9,5,2004,2005,3,8,1,674.0,5,3,2,5,3,1,2,1383.0,6,0.0,397.0,1780.0,5,1,4,1780,0,0,1780,1.0,0.0,2,0,2,1,5,7,7,1,1,2004.0,0,3.0,2,144,68,0,0,0,0,0,8,2006,9,4,378000,3.0,68,9.60434000197507,12.84265212010087
2400,528164040,20,5,72.0,11846,0,1,4,19,2,0,2,9,5,2003,2004,3,13,1,562.0,4,3,2,5,3,1,2,1567.0,6,0.0,225.0,1792.0,5,1,4,1792,0,0,1792,1.0,0.0,2,0,2,1,5,6,7,1,1,2003.0,0,3.0,2,206,49,0,0,0,0,0,8,2006,9,4,374000,3.0,49,9.37982994995476,12.832013750189885
2401,528170040,60,5,56.0,20431,1,3,4,19,2,0,5,9,5,2005,2006,3,5,1,870.0,5,3,2,5,3,3,2,1410.0,6,0.0,438.0,1848.0,5,1,4,1848,880,0,2728,1.0,0.0,2,1,4,1,5,10,7,2,1,2006.0,0,3.0,2,0,0,0,0,0,0,0,4,2006,6,5,437154,3.5,0,9.92485757827232,12.988043102265232
2402,528172020,60,5,74.0,10927,3,3,4,19,2,0,5,8,5,2005,2005,1,13,1,280.0,4,3,2,4,3,0,2,546.0,6,0.0,512.0,1058.0,5,1,4,1058,846,0,1904,1.0,0.0,2,1,3,1,5,8,7,1,3,2003.0,0,2.0,2,179,60,0,0,0,0,0,6,2006,9,4,275000,3.5,60,9.29908358181057,12.524530013005734
2403,528172150,60,5,92.0,13215,0,3,0,19,2,0,5,8,5,2004,2004,1,13,1,112.0,4,3,2,4,3,3,2,994.0,6,0.0,426.0,1420.0,5,1,4,1426,488,0,1914,1.0,0.0,2,1,3,1,4,9,7,1,3,2004.0,2,3.0,2,168,127,0,0,0,0,0,2,2006,9,4,279000,3.5,127,9.48918349576076,12.53897064502647
2404,528174080,120,5,43.0,7052,0,3,4,19,2,4,2,7,5,2005,2005,1,13,4,240.0,4,3,2,4,3,0,2,659.0,6,0.0,705.0,1364.0,5,1,4,1364,0,0,1364,1.0,0.0,2,0,2,1,4,6,7,1,1,2005.0,2,2.0,2,192,36,0,0,0,0,0,6,2006,9,4,185850,3.0,36,8.86120833720818,12.13270055639427
2405,528180080,120,5,48.0,5911,3,3,4,19,2,4,2,9,5,2005,2005,3,8,1,278.0,5,3,2,5,3,3,2,472.0,6,0.0,1088.0,1560.0,5,1,4,1565,0,0,1565,1.0,0.0,2,0,2,1,5,6,7,1,1,2005.0,2,2.0,2,196,56,0,0,0,0,0,3,2006,9,4,282500,3.0,56,8.684739462628038,12.551437369385376
2406,528181030,120,5,48.0,6955,0,3,4,19,2,4,2,7,5,2005,2006,1,13,4,94.0,4,3,2,4,3,3,6,0.0,6,0.0,1368.0,1368.0,5,1,4,1368,0,0,1368,0.0,0.0,2,0,2,1,4,6,7,1,1,2005.0,2,2.0,2,132,35,0,0,0,0,0,9,2006,6,5,202500,2.0,35,8.847359875474174,12.218500103788143
2407,528181040,120,5,40.0,6792,0,3,4,19,2,4,2,7,5,2005,2006,1,13,4,94.0,4,3,2,4,3,3,6,0.0,6,0.0,1368.0,1368.0,5,1,4,1368,0,0,1368,0.0,0.0,2,0,2,1,4,6,7,1,1,2005.0,2,2.0,2,132,35,0,0,0,0,0,3,2006,6,5,202665,2.0,35,8.823647949191303,12.2193145828011
2408,528186100,20,5,61.0,7740,3,3,4,19,2,4,2,9,5,2006,2006,3,8,1,518.0,4,3,2,5,4,3,2,1023.0,6,0.0,663.0,1686.0,5,1,4,1686,0,0,1686,1.0,0.0,2,0,1,1,5,6,7,1,1,2006.0,0,3.0,2,266,100,0,0,0,0,0,6,2006,6,5,332200,3.0,100,8.954286157204713,12.713495486391599
2409,528186110,120,5,48.0,6373,3,3,4,19,2,4,2,9,5,2006,2006,3,8,1,572.0,5,3,2,5,4,3,2,415.0,6,0.0,1251.0,1666.0,5,1,4,1666,0,0,1666,1.0,0.0,2,0,2,1,4,6,7,1,1,2006.0,2,2.0,2,228,75,0,0,0,0,0,6,2006,6,5,310090,3.0,75,8.759982494977281,12.644621081771527
2410,528188040,120,5,92.0,3136,0,3,0,19,2,4,2,7,5,2003,2003,1,13,4,163.0,4,3,2,4,3,3,6,0.0,6,0.0,1405.0,1405.0,5,1,4,1405,0,0,1405,0.0,0.0,2,0,2,1,4,6,7,1,1,2003.0,2,2.0,2,148,36,0,0,0,0,0,3,2006,9,4,171750,2.0,36,8.051022208190679,12.053801032483948
2411,528218030,20,5,65.0,10237,3,3,4,8,6,0,2,6,5,2005,2006,1,13,3,0.0,4,3,2,4,3,3,2,28.0,6,0.0,1288.0,1316.0,5,1,4,1316,0,0,1316,0.0,0.0,2,0,3,1,4,6,7,1,1,2005.0,0,2.0,2,100,0,0,23,0,0,0,10,2006,6,5,169990,2.0,23,9.233861567017529,12.043500773454495
2412,528218060,60,5,65.0,10237,3,3,4,8,6,0,5,6,5,2005,2006,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,728.0,728.0,5,1,4,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,7,1,1,2005.0,0,2.0,2,0,24,0,0,0,0,0,2,2006,6,5,170440,2.5,24,9.233861567017529,12.046144474763969
2413,528218080,60,5,65.0,10237,3,3,4,8,6,0,5,7,5,2006,2006,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,738.0,738.0,5,1,4,738,754,0,1492,0.0,0.0,2,1,3,1,4,8,7,0,1,2006.0,0,2.0,2,0,32,0,0,0,0,0,9,2006,6,5,169985,2.5,32,9.233861567017529,12.043471359700032
2414,528218130,60,5,58.0,17104,0,3,4,8,2,0,5,7,5,2006,2006,1,13,3,0.0,4,3,2,4,4,0,2,554.0,6,0.0,100.0,654.0,5,1,4,664,832,0,1496,1.0,0.0,2,1,3,1,4,7,7,1,1,2006.0,2,2.0,2,100,24,0,0,0,0,0,9,2006,6,5,179665,3.5,24,9.747126097411705,12.098854850641
2415,528218140,60,5,58.0,14054,0,3,4,8,2,0,5,7,5,2006,2006,1,13,3,0.0,4,3,2,4,3,0,6,0.0,6,0.0,879.0,879.0,5,1,4,879,984,0,1863,0.0,0.0,2,1,4,1,4,9,7,1,3,2006.0,0,3.0,2,100,17,0,0,0,0,0,11,2006,6,5,219210,2.5,17,9.550733483340633,12.29779001527865
2416,528221010,20,5,102.0,11660,0,3,4,8,2,0,2,6,5,2006,2006,1,13,3,0.0,4,3,2,4,3,0,6,0.0,6,0.0,1326.0,1326.0,5,1,4,1326,0,0,1326,0.0,0.0,2,0,3,1,4,6,7,0,1,2006.0,0,2.0,2,100,0,0,0,0,0,0,7,2006,6,5,174190,2.0,0,9.364005219520333,12.067907677312713
2417,528221100,60,5,105.0,15578,0,3,0,8,2,0,5,6,5,2006,2006,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,728.0,728.0,4,1,4,728,728,0,1456,0.0,0.0,2,1,3,1,3,8,7,0,1,2006.0,2,2.0,2,0,0,0,0,0,0,0,5,2006,6,5,172785,2.5,0,9.653679132512428,12.059809113551397
2418,528222010,60,5,96.0,11631,0,3,0,8,2,0,5,8,5,2004,2005,1,13,1,236.0,4,3,2,4,3,0,6,0.0,6,0.0,1052.0,1052.0,5,1,4,1052,1321,0,2373,0.0,0.0,2,1,4,1,4,9,7,1,3,2004.0,0,3.0,2,120,46,0,0,0,0,0,6,2006,6,5,258000,2.5,46,9.3615151997733,12.460718739865236
2419,528222020,60,5,75.0,9073,0,3,4,8,2,0,5,7,5,2006,2006,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,738.0,738.0,5,1,4,738,754,0,1492,0.0,0.0,2,1,3,1,4,8,7,0,1,2006.0,0,2.0,2,100,32,0,0,0,0,0,10,2006,6,5,185101,2.5,32,9.113168460223909,12.128662303473503
2420,528228280,120,5,43.0,3087,3,3,4,0,2,4,2,7,5,2006,2006,1,13,1,14.0,4,3,2,4,3,0,2,453.0,6,0.0,767.0,1220.0,5,1,4,1364,0,0,1364,1.0,0.0,2,0,2,1,4,6,7,1,1,2006.0,0,2.0,2,100,16,0,0,0,0,0,11,2006,6,5,210250,3.0,16,8.035278911144667,12.256057334066451
2421,528228325,120,5,43.0,3196,3,3,4,0,2,4,2,7,5,2003,2004,1,13,1,18.0,4,3,2,4,3,1,6,0.0,6,0.0,1374.0,1374.0,5,1,4,1557,0,0,1557,0.0,0.0,2,0,2,1,4,7,7,1,1,2003.0,0,2.0,2,143,20,0,0,0,0,0,10,2006,9,4,234000,2.0,20,8.069968149059841,12.36308066783498
2422,528228340,120,5,43.0,3196,3,3,4,0,2,4,2,8,5,2003,2003,1,13,1,40.0,4,3,2,4,3,1,6,0.0,6,0.0,1273.0,1273.0,5,1,4,1456,0,0,1456,0.0,0.0,2,0,2,1,4,7,7,1,1,2003.0,0,2.0,2,143,20,0,0,0,0,0,5,2006,9,4,215000,2.0,20,8.069968149059841,12.278397958261774
2423,528228360,120,5,43.0,2938,3,3,4,0,2,4,2,7,5,2002,2002,1,13,1,40.0,4,3,2,4,3,0,2,1038.0,6,0.0,330.0,1368.0,5,1,4,1511,0,0,1511,1.0,0.0,2,0,2,1,4,5,7,1,1,2002.0,0,2.0,2,130,30,0,0,0,0,0,5,2006,9,4,246990,3.0,30,7.985824666418917,12.417107177699299
2424,528228415,120,6,43.0,3072,3,3,4,0,2,4,2,7,5,2004,2004,3,13,1,18.0,4,3,2,4,3,3,6,0.0,6,0.0,1375.0,1375.0,5,1,4,1414,0,0,1414,0.0,0.0,2,0,2,1,4,6,7,1,1,2004.0,0,2.0,2,144,20,0,0,0,0,0,5,2006,9,4,178740,2.0,20,8.030409562130485,12.093693109638318
2425,528228430,120,6,43.0,3072,3,3,4,0,2,4,2,7,5,2004,2004,3,13,1,18.0,4,3,2,4,3,3,2,1059.0,6,0.0,306.0,1365.0,5,1,4,1548,0,0,1548,1.0,0.0,2,0,2,1,4,7,7,1,1,2004.0,0,2.0,2,143,20,0,0,0,0,0,9,2006,9,4,225000,3.0,20,8.030409562130485,12.323860125621126
